x,y,z,cluster
3.5565,-2.0571,-1.4806,Gamma
0.6873,-2.4503,-4.0404,Gamma
0.6318,-4.1837,-5.95,Gamma
3.6342,-1.76,-5.6602,Gamma
2.1918,-3.8672,-5.2297,Gamma
2.2122,-2.7887,-3.4138,Gamma
-0.2658,-5.4432,-2.8122,Gamma
3.4893,-2.9707,-3.3461,Gamma
1.3466,-4.3196,-3.5839,Gamma
1.1751,-5.699,-5.212,Gamma
1.8643,-5.8625,-1.0026,Gamma
3.3305,-3.4712,-2.8725,Gamma
6.1529,-4.6691,-0.7518,Gamma
1.6372,-5.0964,-1.3994,Gamma
2.0717,-6.2066,-3.2752,Gamma
1.5275,-3.5088,-2.5448,Gamma
0.7488,-2.9048,-1.5627,Gamma
0.6676,-3.429,-3.7863,Gamma
1.8663,-3.3517,-2.2093,Gamma
3.2503,-5.031,-1.4947,Gamma
2.4714,-3.1996,-4.4834,Gamma
4.0848,-5.0125,-2.9178,Gamma
-0.3425,-1.9218,-5.1472,Gamma
-1.5596,-6.3215,-1.0988,Gamma
3.4685,-2.0942,-1.7634,Gamma
3.022,-6.2545,-6.0239,Gamma
1.4869,-5.3858,-2.3497,Gamma
2.0258,-5.8368,-1.1783,Gamma
2.8809,-1.6537,-2.6405,Gamma
3.5785,-4.2407,-2.6279,Gamma
3.0111,-5.2687,-2.7083,Gamma
1.3597,-3.2818,-1.3863,Gamma
2.0394,-1.078,-1.9251,Gamma
1.7385,-2.5376,-1.7164,Gamma
1.8412,-6.2232,-1.8598,Gamma
4.0933,-3.419,-5.1011,Gamma
2.535,-3.7956,-1.5956,Gamma
1.4805,-3.9423,-3.7193,Gamma
3.7365,-4.982,-2.2977,Gamma
1.1734,-3.3505,-2.0664,Gamma
-0.2889,-4.0919,-1.235,Gamma
2.1736,-4.8268,-1.4813,Gamma
2.3388,-0.1441,-2.3763,Gamma
1.5329,-3.6862,-3.4952,Gamma
1.1634,-1.9632,-3.0712,Gamma
3.8463,-2.5208,-2.3965,Gamma
3.001,-6.0241,-2.2465,Gamma
1.8209,-3.6993,-4.3992,Gamma
1.4012,-6.5478,-2.6082,Gamma
-0.9649,-4.1652,-3.4341,Gamma
0.0399,-3.9858,-2.6542,Gamma
1.9588,-4.7917,-4.2642,Gamma
-1.1473,-3.6988,-4.5797,Gamma
2.194,-1.4906,-3.3964,Gamma
0.0665,-1.005,-2.0386,Gamma
-0.1196,-5.2347,-3.2404,Gamma
1.3355,-5.4401,-2.2768,Gamma
3.9625,-5.5384,-3.191,Gamma
2.4955,-2.1941,-1.2001,Gamma
0.1164,-2.8176,-1.0068,Gamma
-0.2782,-2.6495,-0.4904,Gamma
1.5447,-4.8837,-3.7542,Gamma
-0.8892,-6.8546,-4.8609,Gamma
1.7953,-5.7834,-4.8963,Gamma
2.8913,-1.6189,-1.5527,Gamma
3.8843,-5.6239,-1.6918,Gamma
1.0099,-5.43,-4.4398,Gamma
3.5525,-5.7012,-3.6457,Gamma
3.3605,-4.8366,-2.7798,Gamma
0.0058,-3.5134,-2.6545,Gamma
1.7693,-3.9328,-1.7521,Gamma
1.4272,-4.3676,-5.0809,Gamma
1.0369,-3.1518,-6.0834,Gamma
1.8113,-4.264,-3.055,Gamma
-1.0764,-5.0707,-2.6472,Gamma
0.0706,-5.7774,-3.5324,Gamma
1.67,-5.2407,-3.3721,Gamma
2.5333,-5.1375,-3.2481,Gamma
3.3438,-2.2147,-2.5247,Gamma
-0.532,-5.7842,-2.9794,Gamma
-0.5071,-3.6455,-3.8328,Gamma
0.8302,-4.1456,-1.6788,Gamma
2.5111,-2.967,-5.0506,Gamma
2.9975,-5.0288,-3.2887,Gamma
3.8611,-3.3488,-2.7079,Gamma
1.9299,-3.0814,-4.8855,Gamma
0.022,-5.4423,-3.3403,Gamma
3.6242,-2.8042,-2.2025,Gamma
0.4458,-3.9539,-5.1442,Gamma
0.6304,-4.5282,-2.8635,Gamma
4.8814,-3.8234,-4.2374,Gamma
2.5902,-7.9987,-3.581,Gamma
2.9781,-5.9557,-3.2581,Gamma
1.467,-2.7835,-3.2046,Gamma
0.4188,-4.1545,-1.1282,Gamma
2.035,-3.8199,-3.0262,Gamma
-0.3471,-0.7505,-0.7683,Gamma
1.0874,-6.3164,-1.7666,Gamma
-1.5273,-7.2032,-2.3423,Gamma
3.0312,-1.6282,-1.5487,Gamma
1.01,-5.7026,-0.7762,Gamma
3.2953,-3.5325,-5.0231,Gamma
1.966,-5.8,-4.0416,Gamma
1.2524,-4.1878,-3.004,Gamma
2.7782,-1.257,-1.7534,Gamma
2.431,-3.9555,-0.4787,Gamma
1.2471,-2.1649,-1.857,Gamma
3.7191,-4.1466,-4.4143,Gamma
3.1964,-5.0083,-2.1679,Gamma
1.4089,-1.2295,-3.682,Gamma
4.5032,-3.3361,-2.7984,Gamma
4.4989,-5.6847,-3.1117,Gamma
4.7341,-5.878,-2.9989,Gamma
2.3275,-5.33,-3.2626,Gamma
-1.0585,-4.1968,-3.8726,Gamma
3.4011,-4.5104,-4.0697,Gamma
2.9934,-2.0464,-2.774,Gamma
2.3282,-2.149,-3.089,Gamma
2.8337,-4.4652,-2.3165,Gamma
-0.7089,-1.7163,-4.0732,Gamma
1.4963,-4.5772,-4.0996,Gamma
2.3822,-6.5382,-4.2708,Gamma
3.1333,-4.9031,-2.2378,Gamma
1.5767,-3.0559,-3.1366,Gamma
1.8609,-4.0627,-2.1679,Gamma
-0.6715,-3.9495,-0.7957,Gamma
2.7526,-3.2387,-2.7907,Gamma
2.5732,-3.2488,-4.7844,Gamma
1.3312,-4.8509,-2.2125,Gamma
1.8115,-3.4482,0.4248,Gamma
0.6573,-3.509,-3.2744,Gamma
0.1646,-6.1486,-2.091,Gamma
3.5829,-4.7341,-2.3853,Gamma
1.3072,-3.4754,-1.8728,Gamma
2.398,-4.3009,-2.0182,Gamma
2.4685,-7.2309,-2.1768,Gamma
1.3649,-3.747,-2.733,Gamma
1.8425,-2.1862,-2.8218,Gamma
1.4073,-0.2925,-3.6649,Gamma
3.0956,-4.1916,-1.1399,Gamma
2.9845,-5.9846,-3.7557,Gamma
0.2457,-2.1662,-3.7766,Gamma
2.7567,-6.4776,-3.7558,Gamma
2.7126,-4.6274,-3.1535,Gamma
3.6833,-6.3391,-2.9558,Gamma
0.448,-5.3633,-4.3105,Gamma
-0.3505,-3.0276,-1.157,Gamma
1.4212,-1.7301,-5.5433,Gamma
0.0308,-4.6478,-4.364,Gamma
0.4756,-2.9134,-3.1373,Gamma
-0.194,-3.8976,-2.9054,Gamma
1.084,-3.7076,-1.3305,Gamma
0.2762,-5.5981,-3.2214,Gamma
2.0346,-4.8583,-1.9849,Gamma
4.0218,-5.1906,0.1953,Gamma
1.6155,-6.5102,-1.0896,Gamma
-2.4583,-2.8774,-3.4509,Gamma
5.6697,-2.7329,-3.8096,Gamma
1.5299,-6.8828,-2.0235,Gamma
0.8769,-3.8782,-4.2574,Gamma
2.087,-5.0471,-1.6244,Gamma
1.9915,-5.3796,-3.3032,Gamma
0.0514,-3.6865,-2.6643,Gamma
-1.2379,-4.9582,-1.3434,Gamma
1.3505,-3.6998,-2.3165,Gamma
0.5459,-4.6341,-0.6489,Gamma
1.2434,-6.0214,-1.9024,Gamma
1.775,-4.8718,-3.0391,Gamma
1.4658,-1.0491,-1.7074,Gamma
-0.5856,-4.3553,-3.2434,Gamma
2.3578,-2.8363,-3.1318,Gamma
1.1583,-2.903,-2.1138,Gamma
3.5272,-2.9275,-3.0556,Gamma
3.084,-3.5627,-3.3095,Gamma
3.2563,-5.6393,-3.0441,Gamma
3.8288,-3.9931,-3.2871,Gamma
2.7991,-0.9376,-2.4169,Gamma
2.0136,-3.1201,-3.4566,Gamma
0.9164,-3.2664,-2.7152,Gamma
3.4228,-5.5534,-2.6738,Gamma
-0.3141,-3.4233,-2.1597,Gamma
0.8042,-5.3836,-4.5252,Gamma
0.3896,-4.9413,-4.9033,Gamma
3.945,-0.4921,-2.3597,Gamma
2.8499,-3.3654,-1.1683,Gamma
3.0739,-5.119,-3.8726,Gamma
3.6016,-5.4699,-3.3157,Gamma
3.0396,-2.0603,-2.8401,Gamma
2.609,-6.6536,-0.8684,Gamma
0.6838,-4.4727,-0.9572,Gamma
0.7309,-6.8389,-4.2567,Gamma
0.4763,-2.7436,-4.7439,Gamma
2.9771,-5.223,-5.1113,Gamma
1.9255,-3.9304,-4.8107,Gamma
3.4791,-4.0597,-4.7286,Gamma
0.3619,-4.039,-3.8307,Gamma
1.9846,-4.3972,-5.4707,Gamma
1.909,-4.3437,-3.656,Gamma
-0.1908,-2.322,-2.5853,Gamma
-1.7807,-4.3019,-4.3629,Gamma
0.7445,-4.3151,-1.756,Gamma
1.5678,-3.7674,-1.9718,Gamma
1.8036,-5.4417,-2.2217,Gamma
3.7561,-2.1478,-3.0146,Gamma
0.7063,-5.9571,-3.1211,Gamma
1.636,-1.8297,-4.1217,Gamma
3.7991,-3.2576,-3.2522,Gamma
3.8658,-3.2818,-1.7252,Gamma
2.7418,-8.6191,-3.9209,Gamma
0.6185,-3.0829,-1.2147,Gamma
1.2407,-5.3093,-2.5512,Gamma
1.6399,-3.6571,-3.6499,Gamma
-0.523,-4.2197,-2.2511,Gamma
2.9302,-2.808,-2.6346,Gamma
3.4799,-1.5536,-0.913,Gamma
2.2778,-3.5176,-1.2661,Gamma
3.1789,-4.6938,-5.8129,Gamma
1.49,-3.7587,-2.8108,Gamma
1.2985,-4.6779,-2.9141,Gamma
2.2093,-3.5321,-2.2648,Gamma
4.0555,-4.7456,-1.5356,Gamma
1.6173,-5.1089,-4.2547,Gamma
0.6533,-4.5279,-1.088,Gamma
3.012,-3.4825,-4.2476,Gamma
1.2821,-4.5858,-1.916,Gamma
3.762,-3.7164,-5.3288,Gamma
1.1412,-2.5449,-1.9188,Gamma
1.5121,-5.5882,-3.7688,Gamma
0.2457,-1.1632,-1.7084,Gamma
-0.6901,-5.4107,-3.2937,Gamma
2.3669,-3.1188,-0.368,Gamma
-0.4369,-1.8031,-4.6304,Gamma
3.8962,-3.5494,-1.8248,Gamma
3.2009,-7.0661,-4.2331,Gamma
1.4022,-4.8661,-3.5449,Gamma
3.2602,-3.2337,-0.417,Gamma
1.9173,-3.2084,-3.4915,Gamma
-0.6177,-5.4741,-1.4834,Gamma
4.0059,-2.7424,-1.7437,Gamma
-0.2247,-4.132,-2.6159,Gamma
3.0419,-4.9901,-5.6712,Gamma
1.1855,-3.4126,-2.4307,Gamma
0.5853,-4.7725,-2.4378,Gamma
2.0405,-1.8273,-4.6409,Gamma
2.8374,-3.5344,-0.8189,Gamma
2.7503,-3.2998,-2.8621,Gamma
1.2338,-1.1712,-3.719,Gamma
-0.5211,-4.0311,-3.073,Gamma
1.2657,-4.7116,-2.8931,Gamma
-1.6684,-1.9733,-4.6732,Gamma
3.2028,-2.9372,-3.231,Gamma
1.7451,-3.7438,-4.1328,Gamma
-0.617,-3.7793,-4.4971,Gamma
1.2519,-2.1417,-2.1624,Gamma
3.3643,-6.282,-0.5772,Gamma
2.6819,-4.8001,-3.218,Gamma
1.1009,-1.3481,-2.0124,Gamma
0.2915,-5.2534,-1.497,Gamma
2.3167,-2.2891,-3.5491,Gamma
3.3126,-4.4935,-4.3895,Gamma
2.8012,-3.3467,-3.2208,Gamma
3.2026,-4.6574,-4.5361,Gamma
4.6042,-4.8956,-1.6073,Gamma
0.4534,-4.1742,-1.3874,Gamma
3.9875,-4.5697,-4.3312,Gamma
1.0485,-3.9634,-4.1482,Gamma
1.9322,-2.9051,-3.0258,Gamma
1.9264,-1.4817,-2.3729,Gamma
1.0769,-2.8204,-4.4801,Gamma
1.7929,-2.2957,-1.7184,Gamma
1.4275,-4.9917,-5.0437,Gamma
0.9769,-2.6382,-2.6643,Gamma
2.0121,-3.3388,-3.2407,Gamma
0.4067,-2.9488,-2.1443,Gamma
2.8693,-2.1845,-2.3222,Gamma
0.6622,-5.3512,-2.954,Gamma
1.7502,-4.8513,-1.9314,Gamma
-1.4269,-3.9309,-1.7091,Gamma
3.0605,-6.0121,-4.5678,Gamma
1.3526,-5.458,-3.3595,Gamma
0.2843,-3.2817,-0.5845,Gamma
0.5815,-2.8874,-0.5397,Gamma
1.8889,-1.7478,-3.2539,Gamma
2.0823,-4.1204,-1.9734,Gamma
0.0518,-5.1986,-3.9145,Gamma
-0.216,-4.2831,-2.7918,Gamma
3.6686,-6.3698,-1.8083,Gamma
2.3875,-2.522,-1.801,Gamma
3.642,-0.4363,-1.7492,Gamma
3.9959,-4.2529,-1.537,Gamma
4.8354,-5.5662,-1.0184,Gamma
4.0974,-6.4654,-4.9776,Gamma
1.7631,-4.423,-2.8947,Gamma
4.0213,-6.4759,-3.6969,Gamma
1.8911,-3.0231,-2.0608,Gamma
2.9807,-3.7251,-3.6835,Gamma
2.5313,-4.553,-2.9187,Gamma
4.1038,-3.6477,-2.3608,Gamma
1.9401,-3.9772,-2.002,Gamma
1.9973,-6.0018,-3.9326,Gamma
2.3235,-1.8729,-3.4706,Gamma
1.7656,-3.4647,-3.2496,Gamma
3.2669,-4.1638,-1.215,Gamma
1.2463,-3.5953,-0.8931,Gamma
0.5702,-4.7998,-4.1366,Gamma
-0.9533,-5.3826,-4.4361,Gamma
0.8539,-4.3949,-0.5375,Gamma
-0.2167,-2.13,-5.2702,Gamma
1.7239,-3.1326,-3.7395,Gamma
3.1186,-5.9387,-2.1096,Gamma
2.7097,-5.3065,-1.4388,Gamma
0.6128,-2.1038,-2.5141,Gamma
1.933,-1.4146,-2.843,Gamma
0.759,-2.5698,-2.9284,Gamma
1.5532,-1.8973,-3.9414,Gamma
3.5214,-1.6031,-3.7038,Gamma
3.5683,-2.398,-2.7501,Gamma
0.5685,-2.9336,-2.0737,Gamma
2.183,-3.9223,-2.9073,Gamma
3.4594,-2.6381,-1.678,Gamma
1.1776,-1.4375,-3.0656,Gamma
0.2909,-3.8598,-1.5817,Gamma
3.1691,-8.3269,-2.1185,Gamma
2.0689,-2.0938,-2.3232,Gamma
0.2656,-3.6363,-1.1667,Gamma
1.7761,-5.0862,-2.5147,Gamma
1.2387,-4.7716,-4.7274,Gamma
1.8924,-5.7615,-3.3258,Gamma
0.3976,-2.3806,-4.4432,Gamma
0.3724,-3.7572,-1.2451,Gamma
0.9605,-1.626,-1.0483,Gamma
2.8818,-6.762,-3.0719,Gamma
4.0355,-3.5506,-4.2093,Gamma
2.5155,-5.0038,-2.8391,Gamma
1.7256,-6.9471,-3.0984,Gamma
4.7665,-3.0883,-2.8976,Gamma
2.82,-4.1101,-1.8784,Gamma
2.7635,-4.3854,-2.7477,Gamma
5.0996,-4.5856,-1.2553,Gamma
0.7286,-6.4279,-3.7881,Gamma
1.1382,-0.1145,-0.6661,Gamma
2.1989,-6.9348,-2.6041,Gamma
2.7323,-6.0048,-3.08,Gamma
3.6436,-4.5669,-2.5626,Gamma
4.1149,-5.0535,-2.7921,Gamma
1.7141,-2.2259,-0.8911,Gamma
0.7191,-2.6648,-1.4962,Gamma
1.6188,-5.8367,-5.5759,Gamma
2.0988,-2.9581,-3.4869,Gamma
4.8367,-3.3185,0.4543,Gamma
-0.2337,-5.3457,-2.3922,Gamma
0.8189,-3.5784,-4.5406,Gamma
0.0665,-3.5298,-2.6479,Gamma
1.8455,-5.4195,-3.7375,Gamma
2.2121,-2.9383,-2.3336,Gamma
-0.2019,-5.4233,-2.805,Gamma
2.3289,-4.8951,-2.1906,Gamma
1.4786,-3.712,-1.103,Gamma
2.9384,-3.602,-2.8307,Gamma
1.7463,-3.283,-3.1788,Gamma
2.9916,-4.5202,-3.4419,Gamma
-0.5002,-4.5833,-4.8625,Gamma
2.6885,-2.7105,-1.4087,Gamma
-0.1139,-6.5448,-2.4541,Gamma
1.1155,-5.2407,-1.6373,Gamma
0.5371,-4.121,-1.8472,Gamma
0.922,-6.356,-2.956,Gamma
0.9221,-2.5017,-3.4238,Gamma
0.2633,-3.3179,-3.3403,Gamma
1.3073,-2.5472,-0.8717,Gamma
2.1679,-6.5469,-2.3797,Gamma
0.2088,-5.4683,-4.0238,Gamma
0.8224,-5.8532,-4.3437,Gamma
1.7107,-3.7778,-4.536,Gamma
2.9702,-2.7238,-5.5252,Gamma
2.0037,-4.7596,-3.9871,Gamma
0.9247,-5.7741,-3.1068,Gamma
3.7371,-3.5959,-1.7692,Gamma
1.2406,-2.3066,-3.1813,Gamma
2.1613,-1.9555,-5.2017,Gamma
0.3996,-3.5242,-2.9975,Gamma
1.1214,-5.5372,-3.3066,Gamma
-0.1901,-6.6336,-2.6601,Gamma
2.4119,-2.633,-3.1751,Gamma
1.9159,-5.9043,-2.2333,Gamma
1.8729,-6.168,-3.2836,Gamma
3.2967,-2.9732,-2.999,Gamma
1.9815,-6.6045,-3.6134,Gamma
5.6251,-3.8024,-2.1598,Gamma
3.7836,-2.8076,-2.7499,Gamma
3.5593,-2.8215,-2.964,Gamma
1.1079,-4.0482,-4.5307,Gamma
2.05,1.2359,-2.2852,Gamma
3.6342,-3.8685,-1.8215,Gamma
1.2346,-4.6675,-1.0533,Gamma
1.06,-3.2265,-2.0966,Gamma
2.5676,-4.0725,-3.5627,Gamma
3.7124,-4.3919,-3.5849,Gamma
0.7136,-5.9645,-5.4033,Gamma
0.7468,-3.807,-4.0336,Gamma
3.8855,-3.4457,-5.3448,Gamma
1.2824,-7.3972,-3.8315,Gamma
3.3534,-1.3859,-3.5035,Gamma
-0.1807,-3.7544,-0.5192,Gamma
5.5029,-2.277,-4.0802,Gamma
-0.2153,-7.4026,-3.3547,Gamma
2.898,-4.2958,-3.5967,Gamma
4.8259,-3.1864,-3.1787,Gamma
3.6591,-5.7313,-2.0907,Gamma
2.7988,-3.7564,-2.7008,Gamma
2.7517,-4.6938,-2.5511,Gamma
2.6828,-4.3976,-4.3319,Gamma
0.5817,-1.2799,-4.0418,Gamma
2.2629,-3.9551,-2.7706,Gamma
4.5286,-4.355,-3.1791,Gamma
5.7295,-5.45,-3.2605,Gamma
-0.0105,-5.7023,-3.8256,Gamma
1.879,-3.4274,0.0479,Gamma
0.8855,-1.9388,-4.1985,Gamma
4.1976,-4.9678,-1.4019,Gamma
0.6697,-4.5865,-1.2506,Gamma
3.7261,-4.0952,-4.1361,Gamma
5.3692,-3.0363,-1.8266,Gamma
2.2765,-5.2,-3.3969,Gamma
2.1509,-4.921,-3.7663,Gamma
2.0807,-6.4182,-2.6158,Gamma
1.4078,-2.9546,-3.9127,Gamma
0.0001,-3.239,-3.6197,Gamma
0.7122,-1.928,-3.6939,Gamma
4.2491,-3.0805,-3.2035,Gamma
0.5963,-4.144,-2.878,Gamma
0.1541,-5.3608,-4.7301,Gamma
4.6611,-3.5731,-5.3872,Gamma
2.7935,-2.3199,-2.5374,Gamma
-0.2271,-0.9332,-3.3141,Gamma
0.8442,-3.4187,-1.1526,Gamma
3.9097,-4.4018,-2.2359,Gamma
4.2973,-4.8539,-6.2361,Gamma
0.1101,-2.872,-2.2203,Gamma
4.8702,-4.4798,-1.5859,Gamma
-0.2605,-5.0739,-2.8338,Gamma
3.5657,-4.3774,-1.3039,Gamma
3.311,-6.0682,-3.7612,Gamma
4.5686,-3.0646,-4.5849,Gamma
2.0602,-4.2689,-4.5871,Gamma
2.7097,-3.8999,-5.0088,Gamma
1.7158,-5.8531,-2.8036,Gamma
0.6565,-6.1851,-1.0888,Gamma
2.8071,-3.8233,-4.0332,Gamma
0.4497,-5.8604,-4.7668,Gamma
3.5392,-4.1177,-2.9207,Gamma
4.5667,-2.1308,-1.1087,Gamma
3.0094,-4.3684,-3.3584,Gamma
3.5618,-6.6132,-1.5465,Gamma
1.4145,-6.0088,-5.0952,Gamma
2.425,-5.1161,-1.5776,Gamma
2.8503,-4.5021,-3.769,Gamma
3.7178,-3.7648,-2.4297,Gamma
1.8178,-3.3808,-4.5985,Gamma
4.3578,-1.9076,-2.473,Gamma
2.0553,-3.8697,-3.7635,Gamma
2.1021,-1.2133,-4.0804,Gamma
2.3546,-3.0383,-4.0409,Gamma
2.9846,-2.8715,-1.5871,Gamma
0.8077,-3.6656,-1.5349,Gamma
4.1033,-1.9244,-4.3953,Gamma
0.5499,-2.908,-2.0082,Gamma
1.673,-2.3576,-3.606,Gamma
2.1764,-1.6888,-3.5409,Gamma
-0.3491,-2.8621,-2.5639,Gamma
1.7037,-1.9664,-2.91,Gamma
3.8667,-2.8663,-4.259,Gamma
5.2237,-3.4147,-4.1567,Gamma
3.8156,-2.626,-3.3538,Gamma
1.3659,-3.5015,-3.1213,Gamma
2.1001,-1.4672,-2.6655,Gamma
3.1543,-6.6118,-1.4575,Gamma
2.2639,-3.8693,-1.8122,Gamma
2.316,-5.1171,-0.0636,Gamma
1.411,-6.3224,-3.0064,Gamma
3.0741,-2.2489,-3.107,Gamma
2.8364,-2.9974,-3.0749,Gamma
0.7239,-2.8681,-3.4561,Gamma
2.6308,-2.4756,-4.5617,Gamma
0.9168,-0.2616,-2.0172,Gamma
3.3341,-2.0001,-4.8276,Gamma
0.5917,-3.8817,-3.6743,Gamma
2.3233,-3.0005,-2.7073,Gamma
1.2704,-4.4582,-4.3372,Gamma
0.9378,-4.8078,-2.783,Gamma
2.856,-3.9318,-0.7226,Gamma
0.3908,-3.3699,-4.0804,Gamma
-0.6725,-3.0541,-2.7243,Gamma
1.6935,-4.3758,-4.2836,Gamma
4.8252,-2.4752,-2.329,Gamma
3.3017,-4.727,-3.4654,Gamma
-0.7816,-1.8421,-2.7688,Gamma
-1.3607,-5.6354,-3.489,Gamma
0.2962,-4.7531,-2.5761,Gamma
0.6821,-3.1398,-2.8231,Gamma
0.0667,-4.9391,-2.2544,Gamma
1.877,-2.9454,-2.3031,Gamma
3.2456,-2.6259,-3.6105,Gamma
-0.0379,-2.3896,-2.6209,Gamma
2.2258,-4.6246,-1.0762,Gamma
3.1399,-4.4493,-2.4734,Gamma
0.9436,-4.7478,-2.1309,Gamma
2.375,-3.9597,-4.2588,Gamma
3.6453,-5.0649,-4.165,Gamma
2.8524,-4.682,-2.6795,Gamma
0.3495,-6.001,-3.6008,Gamma
4.0181,-2.3711,-1.5936,Gamma
1.8924,-3.7413,-2.3212,Gamma
3.1473,-5.0513,-1.1011,Gamma
2.7814,-1.9518,-2.5979,Gamma
0.2046,-4.9968,-3.4659,Gamma
2.5524,-1.8259,-0.6346,Gamma
1.0086,-5.0059,-3.4015,Gamma
2.5653,-2.9668,-2.7237,Gamma
0.2602,-4.2109,-2.9664,Gamma
2.5871,-3.3986,-2.1948,Gamma
3.7818,-2.9545,-3.5503,Gamma
2.0836,-1.9248,-1.7976,Gamma
3.1936,-4.1379,-3.567,Gamma
-0.157,-3.94,-3.4312,Gamma
-4.2133,-4.4136,-2.5894,Gamma
1.9622,-6.3846,-1.7704,Gamma
2.3297,-2.6416,-3.7176,Gamma
3.1045,-3.1781,-3.3636,Gamma
1.6944,-4.1864,-3.8216,Gamma
-0.0536,-5.7175,-4.0716,Gamma
2.3129,-3.4883,-4.2337,Gamma
0.4198,-4.7457,-4.7315,Gamma
0.3366,-5.2755,-3.8608,Gamma
-0.0676,-4.3273,-1.8204,Gamma
3.5887,-3.6696,-3.368,Gamma
1.4189,-5.6212,-3.1435,Gamma
3.5445,-3.1645,-0.37,Gamma
0.6063,-5.1213,-5.2501,Gamma
1.9504,-4.1176,-0.5071,Gamma
5.1246,-4.5392,-2.8012,Gamma
0.2834,-3.6536,-4.0754,Gamma
2.4887,-3.7085,-3.9103,Gamma
2.8155,-3.3751,-2.2006,Gamma
0.9154,-5.1791,-3.8686,Gamma
4.1597,-4.0035,-4.387,Gamma
2.8649,-6.139,-1.0345,Gamma
2.3422,-6.6189,-2.0999,Gamma
-0.8429,-4.5961,-2.5086,Gamma
2.7767,-2.39,-1.121,Gamma
2.6836,-4.1355,-1.4398,Gamma
0.0856,-4.4419,-2.5306,Gamma
2.3549,-5.2743,-3.2775,Gamma
5.2979,-3.1025,-3.5863,Gamma
4.5004,-5.2929,-5.2155,Gamma
5.4275,-4.6133,-3.6983,Gamma
4.8946,-6.6916,-3.0677,Gamma
1.8923,-9.5137,-1.1956,Gamma
4.4976,-4.5442,-3.4081,Gamma
0.8093,-4.3787,-3.0576,Gamma
4.1922,-3.7504,-0.1985,Gamma
3.5995,-3.9841,-2.389,Gamma
3.7839,-4.3407,-4.9873,Gamma
4.39,-4.3832,-2.8503,Gamma
2.2471,-2.1974,-3.2739,Gamma
3.1083,-5.0462,-3.9783,Gamma
2.6984,-4.1565,-2.3898,Gamma
3.0223,-4.8729,-2.703,Gamma
0.6028,-4.0517,-2.779,Gamma
5.5599,-5.5942,-4.3059,Gamma
-0.2944,-5.1512,-3.9326,Gamma
3.9745,-4.4534,-4.7275,Gamma
2.3018,-1.7591,-3.45,Gamma
3.5701,-6.6445,-4.9901,Gamma
2.488,-4.3272,-3.9658,Gamma
2.6727,-3.9078,-2.2531,Gamma
1.6897,-5.3216,-2.6649,Gamma
3.7083,-2.4998,-4.6266,Gamma
3.2479,-4.6251,-3.1213,Gamma
1.3281,-3.4584,-4.9019,Gamma
1.9831,-4.5806,-1.1048,Gamma
4.2607,-4.9484,-3.1015,Gamma
1.9555,-3.3338,-2.6827,Gamma
4.965,-6.9842,-2.8787,Gamma
1.0667,-3.4816,-1.0344,Gamma
0.7695,-5.3609,-0.3429,Gamma
-0.175,-2.8522,-2.633,Gamma
-0.6406,-5.4783,-3.4501,Gamma
2.3307,-2.4786,-3.443,Gamma
4.9861,-3.8202,-5.7051,Gamma
-1.2926,-7.0681,-2.1226,Gamma
4.6769,-4.6877,-2.8688,Gamma
0.7487,-6.5653,-1.8229,Gamma
3.6638,-2.4221,-4.5189,Gamma
-0.2246,-2.8505,-3.4579,Gamma
1.319,-3.1196,-3.4264,Gamma
3.1845,-7.6195,-1.5185,Gamma
1.9543,-5.4044,-3.1772,Gamma
1.9661,-4.0475,-4.5207,Gamma
3.1727,-5.7976,-2.8093,Gamma
2.3929,-3.1205,-1.8818,Gamma
0.5377,-4.9513,-2.1996,Gamma
1.4301,-1.8438,-3.6588,Gamma
3.3806,-3.5951,-4.0776,Gamma
0.2885,-4.7481,-1.4993,Gamma
1.0622,-4.0121,-1.4935,Gamma
2.9749,-8.2627,-1.6735,Gamma
-0.6644,-3.6584,-0.8054,Gamma
-1.6399,-2.4181,-0.6031,Gamma
3.1286,-2.2155,-2.1366,Gamma
3.6577,-2.6291,-2.4259,Gamma
5.2392,-6.267,-2.9072,Gamma
3.69,-4.666,-3.8055,Gamma
2.0354,-2.5514,-3.5297,Gamma
1.8144,-4.1304,-4.2258,Gamma
1.9163,-2.6979,-1.9119,Gamma
-0.3203,-6.146,-2.6912,Gamma
1.5922,-6.4232,-1.1498,Gamma
2.5792,-5.908,-1.0053,Gamma
5.2806,-4.1551,-3.4555,Gamma
2.087,-2.8178,-2.7629,Gamma
1.1136,-6.6734,-2.955,Gamma
2.2331,-1.9185,-3.6527,Gamma
2.7676,-5.4934,-4.0188,Gamma
1.3678,-3.1168,-1.183,Gamma
3.894,-3.2454,-1.5799,Gamma
-0.519,-4.9025,-2.0516,Gamma
0.8632,-4.9974,-1.1044,Gamma
0.0473,-6.4093,-2.2205,Gamma
0.698,-2.4423,-3.3659,Gamma
1.0801,-5.2415,-1.7738,Gamma
2.9303,-4.4468,-3.5227,Gamma
-0.2817,-4.3524,-2.0496,Gamma
0.6222,-5.1075,-0.8514,Gamma
4.1881,-2.6934,-0.9147,Gamma
5.1278,-2.4739,-4.6081,Gamma
0.6941,-5.7219,-3.5426,Gamma
2.5694,-3.2384,-2.0214,Gamma
3.3162,-1.1796,-4.2686,Gamma
1.1537,-4.3084,-3.308,Gamma
1.6618,-6.4346,-4.4755,Gamma
